HDP1,HDP1-No
0.050125313,0.050125313
0.036082474,0.041237113
0.05785124,0.05785124
0.047619048,0.047619048
0.046728972,0.046728972
0.055555556,0.055555556
0.069306931,0.108910891
0.05511811,0.039370079
0.083555556,0.090666667
0.089285714,0.107142857
0.088888889,0.111111111
0.005102041,0.010204082
0.070539419,0.05670816
