HDP1,HDP1-No
0.821781722,0.513368398
0.499716489,0.418789578
0.437169313,0.330653308
0.365473635,0.304219141
0.681818765,0.469969663
0.393767702,0.331078046
0.57065536,0.451904
0.588843419,0.436311239
0.571679977,0.547421056
0.647163051,0.530024107
0.618540629,0.689805192
0.47676821,0.416939438
0.820630741,0.662573452
0.538677671,0.519179083
0.338109643,0.384438622
0.712067446,0.530100028
0.487453541,0.462950428
0.620439804,0.590652329
0.693121035,0.618119328
0.531435099,0.439202561
0.706074223,0.459761966
0.500667186,0.693158017
0.854201249,0.515971054
0.452508315,0.707122367
0.653193644,0.398020641
0.595235512,0.491930175
0.558847241,0.506955257
0.595567627,0.644359934
0.607081486,0.153273514
0.357282631,0.373253273
0.452461863,0.507339462
0.650084822,0.537260184
0.981905802,0.838996658
0.609302988,0.582934014
0.399317782,0.376365951
0.37033499,0.364774694
0.55801599,0.553450212
0.62091392,0.5008
0.388106629,0.643900096
0.583382527,0.51241075
0.706032216,0.608755205
0.636438826,0.506695026
0.391423199,0.390540982
0.795260157,0.662679372
0.763597465,0.391418355
0.565093394,0.527394045
0.750833584,0.585885253
0.617280639,0.568816333
0.482939865,0.424624703
0.406006798,0.675493155
0.435353535,0.510683535
0.462192814,0.655614273
0.369667062,0.56000256
0.639428788,0.493843475
0.384388265,0.124711784
0.609302988,0.394793848
0.298967716,0.235314002
0.446774849,0.237532614
0.697434808,0.502669996
0.76681088,0.450816
0.805736792,0.570893372
0.583382527,0.480363035
0.820654723,0.630615823
0.689197563,0.545850051
0.386596685,0.408196673
0.795260157,0.657239799
0.507016858,0.374035803
0.565093394,0.417451614
0.704391961,0.661663993
0.447510709,0.633019948
0.619768756,0.451939825
0.621905693,0.519637369
0.72886458,0.602367422
0.634031135,0.520992836
0.40711093,0.326697289
0.435968125,0.204439072
0.511024263,0.440562552
0.756182931,0.443906029
0.650076925,0.537253657
0.505522085,0.613598086
0.609302988,0.503556188
0.502853722,0.215031283
0.551122622,0.405300605
0.362252265,0.201564563
0.58242624,0.380416
0.713156101,0.502929875
0.626958877,0.53445776
0.80189349,0.400942362
0.564729057,0.362063131
0.495364013,0.348246467
0.679614382,0.478202281
0.502242784,0.51934483
0.461239162,0.276493503
0.383348009,0.429002716
0.697323384,0.27674135
0.543459586,0.336127161
0.745282746,0.476506364
0.623546465,0.621995031
0.900065696,0.679075879
0.440834518,0.344350921
0.520448575,0.313640483
0.451157177,0.482380498
0.236993331,0.20018205
0.291012071,0.287120614
0.353931216,0.64376528
0.398485936,0.469862719
0.092895087,0.218289437
0.317051323,0.625445665
0.683402678,0.541033807
0.77718784,0.421312
0.757267051,0.589048991
0.571243739,0.481091927
0.788833553,0.579552926
0.768511142,0.348721419
0.404868485,0.396802585
0.735091886,0.478835446
0.565093394,0.416128466
0.787706379,0.70419892
0.484405294,0.333592943
0.6648441,0.569340366
0.475822985,0.360535475
0.400410854,0.27595525
0.554597898,0.38567515
0.371002865,0.304889084
0.687404834,0.410433876
0.609246237,0.525875633
0.180534187,0.0971719
0.609302988,0.443391395
0.637776358,0.207620669
0.317051323,0.258414459
0.689794102,0.516911654
0.394080343,0.613297341
0.5598912,0.541696
0.709959655,0.503506244
0.625763964,0.497111865
0.806534079,0.539995617
0.60748586,0.478658094
0.495364013,0.450460848
0.679614382,0.41039474
0.461239162,0.247981258
0.462749739,0.356071147
0.476420023,0.437747606
0.441154949,0.692767151
0.543459586,0.325359173
0.892333298,0.707524163
0.497138385,0.364039408
0.573342865,0.333779878
0.370488658,0.287095597
0.477585726,0.368138826
